scenario_id,family,variant,k,n_history,pool_size,pool_frac_of_history,cap_binds,n_gold,n_found,k_feasible,strict,fractional,missing
constraint_retention_010,constraint_retention,,3,24,3,0.125,1,2,1,1,0,0.5,t1
constraint_retention_011,constraint_retention,,3,22,3,0.13636363636363635,1,2,1,1,0,0.5,t1
constraint_retention_012,constraint_retention,,3,22,3,0.13636363636363635,1,2,1,1,0,0.5,t1
continuation_001,continuation,,3,7,3,0.42857142857142855,1,7,3,0,0,0.42857142857142855,"t1,t2,t3,t4"
continuation_002,continuation,,3,6,3,0.5,1,6,3,0,0,0.5,"t1,t2,t3"
continuation_003,continuation,,3,5,3,0.6,1,5,3,0,0,0.6,"t1,t2"
continuation_004,continuation,,3,7,3,0.42857142857142855,1,7,3,0,0,0.42857142857142855,"t1,t2,t3,t4"
continuation_005,continuation,,3,6,3,0.5,1,6,3,0,0,0.5,"t1,t2,t3"
continuation_006,continuation,,3,5,3,0.6,1,5,3,0,0,0.6,"t1,t2"
continuation_007,continuation,,3,5,3,0.6,1,5,3,0,0,0.6,"t1,t2"
continuation_008,continuation,,3,6,3,0.5,1,6,3,0,0,0.5,"t1,t2,t3"
continuation_009,continuation,,3,7,3,0.42857142857142855,1,7,3,0,0,0.42857142857142855,"t1,t2,t3,t4"
continuation_010,continuation,,3,6,3,0.5,1,6,3,0,0,0.5,"t1,t2,t3"
join_then_split_003,join_then_split,,3,6,3,0.5,1,2,1,1,0,0.5,t1
join_then_split_006,join_then_split,,3,6,3,0.5,1,2,1,1,0,0.5,t1
join_then_split_007,join_then_split,,3,6,3,0.5,1,2,1,1,0,0.5,t1
join_then_split_008,join_then_split,,3,6,3,0.5,1,2,1,1,0,0.5,t1
join_then_split_009,join_then_split,,3,6,3,0.5,1,2,1,1,0,0.5,t1
join_then_split_010,join_then_split,,3,6,3,0.5,1,2,1,1,0,0.5,t1
knowledge_update_001,knowledge_update,,3,24,3,0.125,1,3,1,1,0,0.3333333333333333,"t1,t5"
knowledge_update_002,knowledge_update,,3,19,3,0.15789473684210525,1,3,1,1,0,0.3333333333333333,"t1,t2"
knowledge_update_003,knowledge_update,,3,27,3,0.1111111111111111,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_004,knowledge_update,,3,22,3,0.13636363636363635,1,3,1,1,0,0.3333333333333333,"t1,t2"
knowledge_update_005,knowledge_update,,3,18,3,0.16666666666666666,1,3,1,1,0,0.3333333333333333,"t1,t6"
knowledge_update_006,knowledge_update,,3,25,3,0.12,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_007,knowledge_update,,3,23,3,0.13043478260869565,1,3,2,1,0,0.6666666666666666,t2
knowledge_update_008,knowledge_update,,3,22,3,0.13636363636363635,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_009,knowledge_update,,3,19,3,0.15789473684210525,1,3,1,1,0,0.3333333333333333,"t1,t2"
knowledge_update_010,knowledge_update,,3,19,3,0.15789473684210525,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_011,knowledge_update,,3,18,3,0.16666666666666666,1,3,1,1,0,0.3333333333333333,"t1,t2"
knowledge_update_012,knowledge_update,,3,26,3,0.11538461538461539,1,3,0,1,0,0.0,"t1,t2,t6"
long_noisy_side_thread_003,long_noisy_side_thread,,3,40,3,0.075,1,2,1,1,0,0.5,t1
long_noisy_side_thread_004,long_noisy_side_thread,,3,37,3,0.08108108108108109,1,2,1,1,0,0.5,t1
long_noisy_side_thread_005,long_noisy_side_thread,,3,38,3,0.07894736842105263,1,2,1,1,0,0.5,t1
long_noisy_side_thread_006,long_noisy_side_thread,,3,34,3,0.08823529411764706,1,2,1,1,0,0.5,t1
long_noisy_side_thread_007,long_noisy_side_thread,,3,34,3,0.08823529411764706,1,2,1,1,0,0.5,t1
long_noisy_side_thread_009,long_noisy_side_thread,,3,35,3,0.08571428571428572,1,2,1,1,0,0.5,t1
long_noisy_side_thread_010,long_noisy_side_thread,,3,36,3,0.08333333333333333,1,2,1,1,0,0.5,t1
resume_001,resume,,3,5,3,0.6,1,2,1,1,0,0.5,t1
resume_002,resume,,3,5,3,0.6,1,2,1,1,0,0.5,t1
resume_003,resume,,3,7,3,0.42857142857142855,1,2,1,1,0,0.5,t1
resume_004,resume,,3,5,3,0.6,1,2,1,1,0,0.5,t1
resume_005,resume,,3,8,3,0.375,1,2,0,1,0,0.0,"t1,t2"
resume_006,resume,,3,6,3,0.5,1,3,2,1,0,0.6666666666666666,t1
resume_007,resume,,3,6,3,0.5,1,3,1,1,0,0.3333333333333333,"t1,t2"
resume_008,resume,,3,8,3,0.375,1,3,1,1,0,0.3333333333333333,"t1,t2"
resume_009,resume,,3,7,3,0.42857142857142855,1,3,1,1,0,0.3333333333333333,"t1,t2"
resume_010,resume,,3,6,3,0.5,1,3,1,1,0,0.3333333333333333,"t1,t2"
resume_011,resume,,3,8,3,0.375,1,3,1,1,0,0.3333333333333333,"t1,t2"
resume_012,resume,,3,9,3,0.3333333333333333,1,3,1,1,0,0.3333333333333333,"t1,t2"
resume_013,resume,,3,7,3,0.42857142857142855,1,2,0,1,0,0.0,"t1,t2"
resume_014,resume,,3,7,3,0.42857142857142855,1,2,0,1,0,0.0,"t1,t2"
resume_015,resume,,3,6,3,0.5,1,3,1,1,0,0.3333333333333333,"t1,t2"
semantic_decoy_001,semantic_decoy,,3,8,3,0.375,1,4,2,0,0,0.5,"t1,t2"
semantic_decoy_002,semantic_decoy,,3,7,3,0.42857142857142855,1,4,1,0,0,0.25,"t1,t2,t3"
semantic_decoy_003,semantic_decoy,,3,7,3,0.42857142857142855,1,3,2,1,0,0.6666666666666666,t1
semantic_decoy_005,semantic_decoy,,3,7,3,0.42857142857142855,1,3,2,1,0,0.6666666666666666,t1
semantic_decoy_006,semantic_decoy,,3,8,3,0.375,1,4,1,0,0,0.25,"t1,t3,t5"
semantic_decoy_007,semantic_decoy,,3,7,3,0.42857142857142855,1,4,3,0,0,0.75,t1
semantic_decoy_008,semantic_decoy,,3,8,3,0.375,1,4,1,0,0,0.25,"t1,t3,t5"
semantic_decoy_009,semantic_decoy,,3,7,3,0.42857142857142855,1,3,1,1,0,0.3333333333333333,"t1,t3"
semantic_decoy_010,semantic_decoy,,3,6,3,0.5,1,3,1,1,0,0.3333333333333333,"t1,t2"
semantic_decoy_011,semantic_decoy,,3,6,3,0.5,1,3,1,1,0,0.3333333333333333,"t1,t2"
semantic_decoy_012,semantic_decoy,,3,7,3,0.42857142857142855,1,3,2,1,0,0.6666666666666666,t1
three_way_join_001,three_way_join,,3,9,3,0.3333333333333333,1,8,2,0,0,0.25,"t1,t2,t3,t4,t5,t7"
three_way_join_002,three_way_join,,3,9,3,0.3333333333333333,1,6,3,0,0,0.5,"t1,t2,t3"
three_way_join_003,three_way_join,,3,12,3,0.25,1,9,2,0,0,0.2222222222222222,"t1,t2,t3,t4,t5,t7,t10"
three_way_join_004,three_way_join,,3,12,3,0.25,1,9,3,0,0,0.3333333333333333,"t1,t2,t3,t4,t6,t7"
three_way_join_005,three_way_join,,3,10,3,0.3,1,7,2,0,0,0.2857142857142857,"t1,t2,t3,t4,t5"
three_way_join_006,three_way_join,,3,8,3,0.375,1,7,2,0,0,0.2857142857142857,"t1,t2,t3,t4,t6"
three_way_join_007,three_way_join,,3,9,3,0.3333333333333333,1,8,3,0,0,0.375,"t1,t2,t3,t4,t8"
three_way_join_008,three_way_join,,3,9,3,0.3333333333333333,1,7,3,0,0,0.42857142857142855,"t2,t4,t8,t9"
topic_fork_001,topic_fork,,3,5,3,0.6,1,4,3,0,0,0.75,t1
topic_fork_002,topic_fork,,3,6,3,0.5,1,4,3,0,0,0.75,t1
topic_fork_003,topic_fork,,3,8,3,0.375,1,5,2,0,0,0.4,"t1,t2,t3"
topic_fork_004,topic_fork,,3,7,3,0.42857142857142855,1,4,1,0,0,0.25,"t1,t2,t3"
topic_fork_005,topic_fork,,3,7,3,0.42857142857142855,1,5,3,0,0,0.6,"t1,t2"
topic_fork_006,topic_fork,,3,6,3,0.5,1,5,2,0,0,0.4,"t1,t3,t4"
topic_fork_007,topic_fork,,3,7,3,0.42857142857142855,1,5,3,0,0,0.6,"t1,t2"
topic_fork_008,topic_fork,,3,8,3,0.375,1,5,1,0,0,0.2,"t1,t2,t3,t4"
topic_fork_009,topic_fork,,3,7,3,0.42857142857142855,1,5,3,0,0,0.6,"t1,t2"
topic_fork_010,topic_fork,,3,7,3,0.42857142857142855,1,4,2,0,0,0.5,"t1,t2"
two_branch_join_001,two_branch_join,,3,7,3,0.42857142857142855,1,6,3,0,0,0.5,"t1,t2,t7"
two_branch_join_002,two_branch_join,,3,6,3,0.5,1,6,3,0,0,0.5,"t1,t2,t4"
two_branch_join_003,two_branch_join,,3,9,3,0.3333333333333333,1,6,2,0,0,0.3333333333333333,"t1,t2,t3,t7"
two_branch_join_004,two_branch_join,,3,7,3,0.42857142857142855,1,6,3,0,0,0.5,"t1,t2,t4"
two_branch_join_005,two_branch_join,,3,8,3,0.375,1,6,3,0,0,0.5,"t1,t2,t4"
two_branch_join_006,two_branch_join,,3,8,3,0.375,1,6,3,0,0,0.5,"t1,t2,t3"
two_branch_join_007,two_branch_join,,3,10,3,0.3,1,8,3,0,0,0.375,"t1,t2,t3,t6,t8"
two_branch_join_008,two_branch_join,,3,5,3,0.6,1,4,2,0,0,0.5,"t1,t3"
two_branch_join_009,two_branch_join,,3,8,3,0.375,1,6,3,0,0,0.5,"t1,t3,t5"
two_branch_join_010,two_branch_join,,3,6,3,0.5,1,4,2,0,0,0.5,"t1,t4"
two_branch_join_011,two_branch_join,,3,8,3,0.375,1,5,3,0,0,0.6,"t1,t4"
two_branch_join_012,two_branch_join,,3,8,3,0.375,1,6,3,0,0,0.5,"t1,t2,t4"
two_branch_join_013,two_branch_join,,3,7,3,0.42857142857142855,1,6,3,0,0,0.5,"t1,t2,t5"
two_branch_join_014,two_branch_join,,3,7,3,0.42857142857142855,1,4,3,0,0,0.75,t1
two_branch_join_015,two_branch_join,,3,7,3,0.42857142857142855,1,5,2,0,0,0.4,"t1,t3,t5"
ambiguous_reference_002,ambiguous_reference,,5,6,5,0.8333333333333334,1,2,1,1,0,0.5,t1
ambiguous_reference_005,ambiguous_reference,,5,7,5,0.7142857142857143,1,2,1,1,0,0.5,t1
compound_turn_002,compound_turn,second_request,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
compound_turn_003,compound_turn,second_request,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t2
compound_turn_004,compound_turn,second_request,5,7,5,0.7142857142857143,1,3,1,1,0,0.3333333333333333,"t1,t2"
compound_turn_005,compound_turn,second_request,5,7,5,0.7142857142857143,1,3,1,1,0,0.3333333333333333,"t1,t2"
compound_turn_007,compound_turn,second_request,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
compound_turn_008,compound_turn,second_request,5,7,5,0.7142857142857143,1,3,1,1,0,0.3333333333333333,"t1,t2"
compound_turn_009,compound_turn,second_request,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
compound_turn_010,compound_turn,second_request,5,7,5,0.7142857142857143,1,3,1,1,0,0.3333333333333333,"t1,t2"
compound_turn_013,compound_turn,first_request,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
constraint_retention_002,constraint_retention,,5,23,5,0.21739130434782608,1,2,1,1,0,0.5,t1
constraint_retention_004,constraint_retention,,5,23,5,0.21739130434782608,1,2,1,1,0,0.5,t1
constraint_retention_006,constraint_retention,,5,24,5,0.20833333333333334,1,2,1,1,0,0.5,t1
constraint_retention_007,constraint_retention,,5,28,5,0.17857142857142858,1,2,1,1,0,0.5,t1
constraint_retention_008,constraint_retention,,5,27,5,0.18518518518518517,1,2,1,1,0,0.5,t2
constraint_retention_010,constraint_retention,,5,24,5,0.20833333333333334,1,2,1,1,0,0.5,t1
constraint_retention_011,constraint_retention,,5,22,5,0.22727272727272727,1,2,1,1,0,0.5,t1
constraint_retention_012,constraint_retention,,5,22,5,0.22727272727272727,1,2,1,1,0,0.5,t1
continuation_001,continuation,,5,7,5,0.7142857142857143,1,7,5,0,0,0.7142857142857143,"t1,t3"
continuation_002,continuation,,5,6,5,0.8333333333333334,1,6,5,0,0,0.8333333333333334,t3
continuation_004,continuation,,5,7,5,0.7142857142857143,1,7,5,0,0,0.7142857142857143,"t1,t2"
continuation_005,continuation,,5,6,5,0.8333333333333334,1,6,5,0,0,0.8333333333333334,t1
continuation_008,continuation,,5,6,5,0.8333333333333334,1,6,5,0,0,0.8333333333333334,t1
continuation_009,continuation,,5,7,5,0.7142857142857143,1,7,5,0,0,0.7142857142857143,"t1,t2"
continuation_010,continuation,,5,6,5,0.8333333333333334,1,6,5,0,0,0.8333333333333334,t1
join_then_split_003,join_then_split,,5,6,5,0.8333333333333334,1,2,1,1,0,0.5,t1
join_then_split_006,join_then_split,,5,6,5,0.8333333333333334,1,2,1,1,0,0.5,t1
join_then_split_007,join_then_split,,5,6,5,0.8333333333333334,1,2,1,1,0,0.5,t1
join_then_split_008,join_then_split,,5,6,5,0.8333333333333334,1,2,1,1,0,0.5,t1
join_then_split_009,join_then_split,,5,6,5,0.8333333333333334,1,2,1,1,0,0.5,t1
join_then_split_010,join_then_split,,5,6,5,0.8333333333333334,1,2,1,1,0,0.5,t1
knowledge_update_001,knowledge_update,,5,24,5,0.20833333333333334,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_002,knowledge_update,,5,19,5,0.2631578947368421,1,3,1,1,0,0.3333333333333333,"t1,t2"
knowledge_update_003,knowledge_update,,5,27,5,0.18518518518518517,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_004,knowledge_update,,5,22,5,0.22727272727272727,1,3,1,1,0,0.3333333333333333,"t1,t2"
knowledge_update_005,knowledge_update,,5,18,5,0.2777777777777778,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_006,knowledge_update,,5,25,5,0.2,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_007,knowledge_update,,5,23,5,0.21739130434782608,1,3,2,1,0,0.6666666666666666,t2
knowledge_update_008,knowledge_update,,5,22,5,0.22727272727272727,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_009,knowledge_update,,5,19,5,0.2631578947368421,1,3,1,1,0,0.3333333333333333,"t1,t2"
knowledge_update_010,knowledge_update,,5,19,5,0.2631578947368421,1,3,2,1,0,0.6666666666666666,t1
knowledge_update_011,knowledge_update,,5,18,5,0.2777777777777778,1,3,2,1,0,0.6666666666666666,t2
knowledge_update_012,knowledge_update,,5,26,5,0.19230769230769232,1,3,2,1,0,0.6666666666666666,t1
long_noisy_side_thread_003,long_noisy_side_thread,,5,40,5,0.125,1,2,1,1,0,0.5,t1
long_noisy_side_thread_007,long_noisy_side_thread,,5,34,5,0.14705882352941177,1,2,1,1,0,0.5,t1
resume_005,resume,,5,8,5,0.625,1,2,1,1,0,0.5,t1
resume_006,resume,,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
resume_007,resume,,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
resume_008,resume,,5,8,5,0.625,1,3,2,1,0,0.6666666666666666,t2
resume_009,resume,,5,7,5,0.7142857142857143,1,3,2,1,0,0.6666666666666666,t2
resume_010,resume,,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
resume_011,resume,,5,8,5,0.625,1,3,1,1,0,0.3333333333333333,"t1,t2"
resume_012,resume,,5,9,5,0.5555555555555556,1,3,2,1,0,0.6666666666666666,t1
resume_013,resume,,5,7,5,0.7142857142857143,1,2,1,1,0,0.5,t1
resume_014,resume,,5,7,5,0.7142857142857143,1,2,1,1,0,0.5,t1
resume_015,resume,,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
semantic_decoy_001,semantic_decoy,,5,8,5,0.625,1,4,2,1,0,0.5,"t1,t2"
semantic_decoy_002,semantic_decoy,,5,7,5,0.7142857142857143,1,4,2,1,0,0.5,"t1,t2"
semantic_decoy_006,semantic_decoy,,5,8,5,0.625,1,4,2,1,0,0.5,"t1,t3"
semantic_decoy_007,semantic_decoy,,5,7,5,0.7142857142857143,1,4,3,1,0,0.75,t1
semantic_decoy_008,semantic_decoy,,5,8,5,0.625,1,4,2,1,0,0.5,"t1,t3"
semantic_decoy_009,semantic_decoy,,5,7,5,0.7142857142857143,1,3,2,1,0,0.6666666666666666,t1
semantic_decoy_010,semantic_decoy,,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
semantic_decoy_011,semantic_decoy,,5,6,5,0.8333333333333334,1,3,2,1,0,0.6666666666666666,t1
semantic_decoy_012,semantic_decoy,,5,7,5,0.7142857142857143,1,3,2,1,0,0.6666666666666666,t1
three_way_join_001,three_way_join,,5,9,5,0.5555555555555556,1,8,4,0,0,0.5,"t2,t3,t4,t5"
three_way_join_002,three_way_join,,5,9,5,0.5555555555555556,1,6,3,0,0,0.5,"t1,t2,t3"
three_way_join_003,three_way_join,,5,12,5,0.4166666666666667,1,9,4,0,0,0.4444444444444444,"t1,t2,t3,t5,t7"
three_way_join_004,three_way_join,,5,12,5,0.4166666666666667,1,9,3,0,0,0.3333333333333333,"t1,t2,t3,t4,t6,t7"
three_way_join_005,three_way_join,,5,10,5,0.5,1,7,4,0,0,0.5714285714285714,"t2,t3,t4"
three_way_join_006,three_way_join,,5,8,5,0.625,1,7,4,0,0,0.5714285714285714,"t1,t2,t4"
three_way_join_007,three_way_join,,5,9,5,0.5555555555555556,1,8,4,0,0,0.5,"t1,t2,t3,t4"
three_way_join_008,three_way_join,,5,9,5,0.5555555555555556,1,7,5,0,0,0.7142857142857143,"t2,t4"
topic_fork_002,topic_fork,,5,6,5,0.8333333333333334,1,4,3,1,0,0.75,t1
topic_fork_003,topic_fork,,5,8,5,0.625,1,5,3,1,0,0.6,"t1,t2"
topic_fork_004,topic_fork,,5,7,5,0.7142857142857143,1,4,2,1,0,0.5,"t1,t3"
topic_fork_005,topic_fork,,5,7,5,0.7142857142857143,1,5,4,1,0,0.8,t1
topic_fork_006,topic_fork,,5,6,5,0.8333333333333334,1,5,4,1,0,0.8,t1
topic_fork_007,topic_fork,,5,7,5,0.7142857142857143,1,5,4,1,0,0.8,t1
topic_fork_008,topic_fork,,5,8,5,0.625,1,5,2,1,0,0.4,"t1,t2,t3"
topic_fork_009,topic_fork,,5,7,5,0.7142857142857143,1,5,4,1,0,0.8,t1
topic_fork_010,topic_fork,,5,7,5,0.7142857142857143,1,4,3,1,0,0.75,t1
two_branch_join_001,two_branch_join,,5,7,5,0.7142857142857143,1,6,4,0,0,0.6666666666666666,"t1,t2"
two_branch_join_002,two_branch_join,,5,6,5,0.8333333333333334,1,6,5,0,0,0.8333333333333334,t1
two_branch_join_003,two_branch_join,,5,9,5,0.5555555555555556,1,6,3,0,0,0.5,"t1,t2,t3"
two_branch_join_004,two_branch_join,,5,7,5,0.7142857142857143,1,6,4,0,0,0.6666666666666666,"t1,t2"
two_branch_join_005,two_branch_join,,5,8,5,0.625,1,6,5,0,0,0.8333333333333334,t1
two_branch_join_006,two_branch_join,,5,8,5,0.625,1,6,4,0,0,0.6666666666666666,"t2,t3"
two_branch_join_007,two_branch_join,,5,10,5,0.5,1,8,5,0,0,0.625,"t1,t2,t3"
two_branch_join_009,two_branch_join,,5,8,5,0.625,1,6,4,0,0,0.6666666666666666,"t1,t3"
two_branch_join_011,two_branch_join,,5,8,5,0.625,1,5,4,1,0,0.8,t1
two_branch_join_012,two_branch_join,,5,8,5,0.625,1,6,4,0,0,0.6666666666666666,"t1,t2"
two_branch_join_013,two_branch_join,,5,7,5,0.7142857142857143,1,6,4,0,0,0.6666666666666666,"t1,t2"
two_branch_join_014,two_branch_join,,5,7,5,0.7142857142857143,1,4,3,1,0,0.75,t1
two_branch_join_015,two_branch_join,,5,7,5,0.7142857142857143,1,5,4,1,0,0.8,t3
three_way_join_004,three_way_join,,uncapped,12,10,0.8333333333333334,0,9,7,1,0,0.7777777777777778,"t6,t7"
