key,target,length,scenario_id,family,method,budget,method_label,model_key,model,selected_turn_ids,context_tokens,context_precision,context_recall,context_f1,context_sufficiency,irrelevant_context_ratio,n_selected,n_evidence,n_distractors_selected,selected_turn_tokens,model_reported,route,input_tokens,output_tokens,reasoning_chars,answer_latency_s,stop_reason,usd,ts,build_latency_s,summary_text,summarized_turn_ids,stale_superseder_missing,reused,checklist_score,distractor_leakage,retraction
two_branch_join_003__L60|full_history|-|us.anthropic.claude-sonnet-4-6,two_branch_join_003,60,two_branch_join_003__L60,two_branch_join,full_history,,full_history,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61', 't62', 't63', 't64', 't65', 't66']",8710,0.09090909090909091,1.0,0.16666666666666669,1,0.9182548794489093,66,6,60,8710,claude-sonnet-4-6,us.anthropic.claude-sonnet-4-6@us-east-1,9860,120,0.0,3.277,end_turn,0.03138,1789544969.750277,,,,,,0.75,0.0,0
two_branch_join_002__L30|full_history|-|minimax.minimax-m2.5,two_branch_join_002,30,two_branch_join_002__L30,two_branch_join,full_history,,full_history,response_c,minimax.minimax-m2.5,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30']",3894,0.2,1.0,0.33333333333333337,1,0.8143297380585516,30,6,24,3894,minimax.minimax-m2.5,minimax.minimax-m2.5@us-east-1,3942,606,1830.0,13.252,end_turn,0.00382,1789544970.594856,,,,,,1.0,0.0,0
two_branch_join_003__L30|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,two_branch_join_003,30,two_branch_join_003__L30,two_branch_join,full_history,,full_history,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30']",3707,0.2,1.0,0.33333333333333337,1,0.8079309414620988,30,6,24,3707,anthropic.claude-haiku-4-5-20251001-v1:0,us.anthropic.claude-haiku-4-5-20251001-v1:0@us-east-1,4289,127,0.0,2.436,end_turn,0.004924,1789544972.2043579,,,,,,1.0,0.0,0
two_branch_join_001__L60|full_history|-|minimax.minimax-m2.5,two_branch_join_001,60,two_branch_join_001__L60,two_branch_join,full_history,,full_history,response_c,minimax.minimax-m2.5,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61', 't62', 't63', 't64', 't65']",7692,0.09230769230769231,1.0,0.16901408450704225,1,0.9149765990639626,65,6,59,7692,minimax.minimax-m2.5,minimax.minimax-m2.5@us-east-1,7673,821,2396.0,26.32,end_turn,0.006574,1789544972.2348359,,,,,,1.0,0.0,0
two_branch_join_003__L60|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,two_branch_join_003,60,two_branch_join_003__L60,two_branch_join,full_history,,full_history,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61', 't62', 't63', 't64', 't65', 't66']",8710,0.09090909090909091,1.0,0.16666666666666669,1,0.9182548794489093,66,6,60,8710,anthropic.claude-haiku-4-5-20251001-v1:0,us.anthropic.claude-haiku-4-5-20251001-v1:0@us-east-1,9859,103,0.0,2.827,end_turn,0.010374,1789544973.4484391,,,,,,1.0,0.0,0
two_branch_join_003__L30|full_history|-|minimax.minimax-m2.5,two_branch_join_003,30,two_branch_join_003__L30,two_branch_join,full_history,,full_history,response_c,minimax.minimax-m2.5,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30']",3707,0.2,1.0,0.33333333333333337,1,0.8079309414620988,30,6,24,3707,minimax.minimax-m2.5,minimax.minimax-m2.5@us-east-1,3723,205,554.0,2.828,end_turn,0.002726,1789544975.050373,,,,,,1.0,0.0,0
two_branch_join_003__L60|full_history|-|minimax.minimax-m2.5,two_branch_join_003,60,two_branch_join_003__L60,two_branch_join,full_history,,full_history,response_c,minimax.minimax-m2.5,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61', 't62', 't63', 't64', 't65', 't66']",8710,0.09090909090909091,1.0,0.16666666666666669,1,0.9182548794489093,66,6,60,8710,minimax.minimax-m2.5,minimax.minimax-m2.5@us-east-1,8666,262,789.0,3.219,end_turn,0.005828,1789544975.470551,,,,,,0.75,0.0,0
two_branch_join_004__L30|full_history|-|us.anthropic.claude-sonnet-4-6,two_branch_join_004,30,two_branch_join_004__L30,two_branch_join,full_history,,full_history,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30']",4577,0.2,1.0,0.33333333333333337,1,0.821280314616561,30,6,24,4577,claude-sonnet-4-6,us.anthropic.claude-sonnet-4-6@us-east-1,5198,223,0.0,4.169,end_turn,0.018939,1789544977.637276,,,,,,0.75,1.0,0
two_branch_join_004__L30|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,two_branch_join_004,30,two_branch_join_004__L30,two_branch_join,full_history,,full_history,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30']",4577,0.2,1.0,0.33333333333333337,1,0.821280314616561,30,6,24,4577,anthropic.claude-haiku-4-5-20251001-v1:0,us.anthropic.claude-haiku-4-5-20251001-v1:0@us-east-1,5197,174,0.0,2.632,end_turn,0.006067,1789544978.119068,,,,,,0.75,0.0,0
two_branch_join_004__L60|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,two_branch_join_004,60,two_branch_join_004__L60,two_branch_join,full_history,,full_history,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61', 't62']",8711,0.0967741935483871,1.0,0.17647058823529413,1,0.9060957410171048,62,6,56,8711,anthropic.claude-haiku-4-5-20251001-v1:0,us.anthropic.claude-haiku-4-5-20251001-v1:0@us-east-1,9914,223,0.0,3.64,end_turn,0.011029,1789544981.303547,,,,,,0.25,0.0,0
two_branch_join_004__L60|full_history|-|us.anthropic.claude-sonnet-4-6,two_branch_join_004,60,two_branch_join_004__L60,two_branch_join,full_history,,full_history,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61', 't62']",8711,0.0967741935483871,1.0,0.17647058823529413,1,0.9060957410171048,62,6,56,8711,claude-sonnet-4-6,us.anthropic.claude-sonnet-4-6@us-east-1,9915,253,0.0,6.361,end_turn,0.03354,1789544981.437858,,,,,,1.0,0.0,0
two_branch_join_002__L60|full_history|-|minimax.minimax-m2.5,two_branch_join_002,60,two_branch_join_002__L60,two_branch_join,full_history,,full_history,response_c,minimax.minimax-m2.5,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61']",7914,0.09836065573770492,1.0,0.1791044776119403,1,0.9086429112964367,61,6,55,7914,minimax.minimax-m2.5,minimax.minimax-m2.5@us-east-1,7860,723,2716.0,21.631,end_turn,0.006451,1789544981.8324952,,,,,,0.6666666666666666,0.0,0
two_branch_join_005__L30|full_history|-|us.anthropic.claude-sonnet-4-6,two_branch_join_005,30,two_branch_join_005__L30,two_branch_join,full_history,,full_history,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30']",3903,0.2,1.0,0.33333333333333337,1,0.7834998718934153,30,6,24,3903,claude-sonnet-4-6,us.anthropic.claude-sonnet-4-6@us-east-1,4462,230,0.0,5.475,end_turn,0.016836,1789544986.931227,,,,,,1.0,0.0,0
two_branch_join_005__L60|full_history|-|us.anthropic.claude-sonnet-4-6,two_branch_join_005,60,two_branch_join_005__L60,two_branch_join,full_history,,full_history,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61']",7356,0.09836065573770492,1.0,0.1791044776119403,1,0.8851277868406743,61,6,55,7356,claude-sonnet-4-6,us.anthropic.claude-sonnet-4-6@us-east-1,8301,211,0.0,5.118,end_turn,0.028068,1789544986.9750679,,,,,,1.0,0.0,0
two_branch_join_004__L30|full_history|-|minimax.minimax-m2.5,two_branch_join_004,30,two_branch_join_004__L30,two_branch_join,full_history,,full_history,response_c,minimax.minimax-m2.5,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30']",4577,0.2,1.0,0.33333333333333337,1,0.821280314616561,30,6,24,4577,minimax.minimax-m2.5,minimax.minimax-m2.5@us-east-1,4621,713,1453.0,12.669,end_turn,0.004484,1789544990.805461,,,,,,0.0,1.0,0
two_branch_join_005__L30|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,two_branch_join_005,30,two_branch_join_005__L30,two_branch_join,full_history,,full_history,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30']",3903,0.2,1.0,0.33333333333333337,1,0.7834998718934153,30,6,24,3903,anthropic.claude-haiku-4-5-20251001-v1:0,us.anthropic.claude-haiku-4-5-20251001-v1:0@us-east-1,4461,274,0.0,4.028,end_turn,0.005831,1789544990.9778821,,,,,,1.0,0.0,0
two_branch_join_005__L60|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,two_branch_join_005,60,two_branch_join_005__L60,two_branch_join,full_history,,full_history,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61']",7356,0.09836065573770492,1.0,0.1791044776119403,1,0.8851277868406743,61,6,55,7356,anthropic.claude-haiku-4-5-20251001-v1:0,us.anthropic.claude-haiku-4-5-20251001-v1:0@us-east-1,8300,297,0.0,4.536,end_turn,0.009785,1789544991.528734,,,,,,1.0,0.0,0
two_branch_join_006__L30|full_history|-|us.anthropic.claude-sonnet-4-6,two_branch_join_006,30,two_branch_join_006__L30,two_branch_join,full_history,,full_history,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33']",4735,0.18181818181818182,1.0,0.3076923076923077,1,0.8409714889123548,33,6,27,4735,claude-sonnet-4-6,us.anthropic.claude-sonnet-4-6@us-east-1,5422,208,0.0,4.951,end_turn,0.019386,1789544996.499455,,,,,,1.0,0.0,0
two_branch_join_006__L60|full_history|-|us.anthropic.claude-sonnet-4-6,two_branch_join_006,60,two_branch_join_006__L60,two_branch_join,full_history,,full_history,response_a,us.anthropic.claude-sonnet-4-6,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61']",8386,0.09836065573770492,1.0,0.1791044776119403,1,0.9102074886715955,61,6,55,8386,claude-sonnet-4-6,us.anthropic.claude-sonnet-4-6@us-east-1,9471,130,0.0,3.756,end_turn,0.030363,1789545000.2812538,,,,,,1.0,0.0,0
two_branch_join_006__L30|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,two_branch_join_006,30,two_branch_join_006__L30,two_branch_join,full_history,,full_history,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33']",4735,0.18181818181818182,1.0,0.3076923076923077,1,0.8409714889123548,33,6,27,4735,anthropic.claude-haiku-4-5-20251001-v1:0,us.anthropic.claude-haiku-4-5-20251001-v1:0@us-east-1,5421,275,0.0,3.966,end_turn,0.006796,1789545004.266793,,,,,,0.75,0.0,0
two_branch_join_006__L60|full_history|-|us.anthropic.claude-haiku-4-5-20251001-v1:0,two_branch_join_006,60,two_branch_join_006__L60,two_branch_join,full_history,,full_history,response_b,us.anthropic.claude-haiku-4-5-20251001-v1:0,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30', 't31', 't32', 't33', 't34', 't35', 't36', 't37', 't38', 't39', 't40', 't41', 't42', 't43', 't44', 't45', 't46', 't47', 't48', 't49', 't50', 't51', 't52', 't53', 't54', 't55', 't56', 't57', 't58', 't59', 't60', 't61']",8386,0.09836065573770492,1.0,0.1791044776119403,1,0.9102074886715955,61,6,55,8386,anthropic.claude-haiku-4-5-20251001-v1:0,us.anthropic.claude-haiku-4-5-20251001-v1:0@us-east-1,9470,236,0.0,3.68,end_turn,0.01065,1789545007.965121,,,,,,1.0,0.0,0
two_branch_join_005__L30|full_history|-|minimax.minimax-m2.5,two_branch_join_005,30,two_branch_join_005__L30,two_branch_join,full_history,,full_history,response_c,minimax.minimax-m2.5,"['t1', 't2', 't3', 't4', 't5', 't6', 't7', 't8', 't9', 't10', 't11', 't12', 't13', 't14', 't15', 't16', 't17', 't18', 't19', 't20', 't21', 't22', 't23', 't24', 't25', 't26', 't27', 't28', 't29', 't30']",3903,0.2,1.0,0.33333333333333337,1,0.7834998718934153,30,6,24,3903,minimax.minimax-m2.5,minimax.minimax-m2.5@us-east-1,3938,762,2335.0,21.123,end_turn,0.004192,1789545011.945554,,,,,,1.0,0.0,0
